protein,present_n_lines,present_n_plex,plexes_present,plexes_absent,absent_from_any_plex,pct_lines_missing,pass_presence50
ZSCAN12,13,2,4;5,1;2;3,TRUE,58.1,FALSE
CTIF,18,3,1;2;3,4;5,TRUE,41.9,TRUE
PPIP5K2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAP3K7,31,5,1;2;3;4;5,,FALSE,0,TRUE
EEF1E1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYRM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MSI1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RIPK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR62,31,5,1;2;3;4;5,,FALSE,0,TRUE
HNRNPR,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRPF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXNL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TPD52L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
EMC8,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERI3,31,5,1;2;3;4;5,,FALSE,0,TRUE
THAP12,31,5,1;2;3;4;5,,FALSE,0,TRUE
FIBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF4G3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CBFA2T2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
PPIH,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUV39H1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HTRA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
OIP5,26,4,1;2;4;5,3,TRUE,16.1,TRUE
AKR7A2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PROM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EPB41L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TGOLN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD51C,17,3,2;3;4,1;5,TRUE,45.2,TRUE
LAMTOR5,31,5,1;2;3;4;5,,FALSE,0,TRUE
B4GAT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED7,24,4,1;2;3;4,5,TRUE,22.6,TRUE
WIPF1,20,3,1;4;5,2;3,TRUE,35.5,TRUE
ATP8B1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCL2L11,19,3,1;2;4,3;5,TRUE,38.7,TRUE
FOXO3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SGCE,18,3,1;2;3,4;5,TRUE,41.9,TRUE
RNF13,31,5,1;2;3;4;5,,FALSE,0,TRUE
CA12,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKAP10,31,5,1;2;3;4;5,,FALSE,0,TRUE
DENR,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPOT,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNPH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPRY1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIMM44,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRAPPC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHMP2A,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TSPAN6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLRG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RGS10,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF207,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFB5,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFB3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ASNA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BUB1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
BUB3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SULT1B1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
ACTN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
GSTZ1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BUD23,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRIAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GATC,31,5,1;2;3;4;5,,FALSE,0,TRUE
HTATSF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYTH3,13,2,4;5,1;2;3,TRUE,58.1,FALSE
PRKAB2,20,3,1;4;5,2;3,TRUE,35.5,TRUE
AP1G1,31,5,1;2;3;4;5,,FALSE,0,TRUE
STX6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SYNGR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SYNGR2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SGTA,31,5,1;2;3;4;5,,FALSE,0,TRUE
LIAS,31,5,1;2;3;4;5,,FALSE,0,TRUE
ENSA,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A20,31,5,1;2;3;4;5,,FALSE,0,TRUE
NARS,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPOP,20,3,1;2;5,3;4,TRUE,35.5,TRUE
MYO1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SSNA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUDT21,31,5,1;2;3;4;5,,FALSE,0,TRUE
LANCL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
STRN,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRP9,31,5,1;2;3;4;5,,FALSE,0,TRUE
SCO2,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKAP8,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTPBP6,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZBTB14,18,3,1;2;3,4;5,TRUE,41.9,TRUE
IDH3B,31,5,1;2;3;4;5,,FALSE,0,TRUE
NRDC,31,5,1;2;3;4;5,,FALSE,0,TRUE
CALU,31,5,1;2;3;4;5,,FALSE,0,TRUE
EDIL3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP9B,24,4,1;2;3;4,5,TRUE,22.6,TRUE
AHCYL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF1C,31,5,1;2;3;4;5,,FALSE,0,TRUE
GAS2,7,1,5,1;2;3;4,TRUE,77.4,FALSE
EXTL3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ORC5,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFS5,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDE6D,25,4,1;2;3;5,4,TRUE,19.4,TRUE
ORC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
PEX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD21,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKR1B10,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIMM8A,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHX16,31,5,1;2;3;4;5,,FALSE,0,TRUE
SSSCA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1R12B,11,2,2;3,1;4;5,TRUE,64.5,FALSE
MED14,31,5,1;2;3;4;5,,FALSE,0,TRUE
PCDH7,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRPSAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMARCA5,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIAA0513,26,4,1;2;4;5,3,TRUE,16.1,TRUE
SPAG9,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUSD5,18,3,1;2;3,4;5,TRUE,41.9,TRUE
ZNF292,31,5,1;2;3;4;5,,FALSE,0,TRUE
URB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MGRN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIPA1L3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZFC3H1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LZTS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
AQR,31,5,1;2;3;4;5,,FALSE,0,TRUE
OPA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZEB2,6,1,4,1;2;3;5,TRUE,80.6,FALSE
MCM3AP,31,5,1;2;3;4;5,,FALSE,0,TRUE
PIP5K1C,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MARCH6,31,5,1;2;3;4;5,,FALSE,0,TRUE
KDM1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBC1D4,18,3,3;4;5,1;2,TRUE,41.9,TRUE
FZD6,31,5,1;2;3;4;5,,FALSE,0,TRUE
NME2P1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HBP1,20,3,1;2;5,3;4,TRUE,35.5,TRUE
FADS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPL,31,5,1;2;3;4;5,,FALSE,0,TRUE
GSDME,31,5,1;2;3;4;5,,FALSE,0,TRUE
EVI5,31,5,1;2;3;4;5,,FALSE,0,TRUE
LY75,31,5,1;2;3;4;5,,FALSE,0,TRUE
NRP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAN1A2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACSL4,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNX3,31,5,1;2;3;4;5,,FALSE,0,TRUE
STX10,31,5,1;2;3;4;5,,FALSE,0,TRUE
MGEA5,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADCY9,31,5,1;2;3;4;5,,FALSE,0,TRUE
SORBS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SYNCRIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
TPST1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC40,31,5,1;2;3;4;5,,FALSE,0,TRUE
B4GALT4,31,5,1;2;3;4;5,,FALSE,0,TRUE
RANBP6,31,5,1;2;3;4;5,,FALSE,0,TRUE
NEMF,31,5,1;2;3;4;5,,FALSE,0,TRUE
GMDS,31,5,1;2;3;4;5,,FALSE,0,TRUE
NMT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCNT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GREM1,19,3,1;3;5,2;4,TRUE,38.7,TRUE
BUB1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLOD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF4E2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCNT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DIAPH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SELENOF,31,5,1;2;3;4;5,,FALSE,0,TRUE
TSPAN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TSPAN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNAP91,13,2,4;5,1;2;3,TRUE,58.1,FALSE
EXOC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDE8A,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLIN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC16A7,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAFK,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRMT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PEX10,31,5,1;2;3;4;5,,FALSE,0,TRUE
KPNA6,31,5,1;2;3;4;5,,FALSE,0,TRUE
UGDH,31,5,1;2;3;4;5,,FALSE,0,TRUE
TPST2,31,5,1;2;3;4;5,,FALSE,0,TRUE
LPXN,20,3,1;4;5,2;3,TRUE,35.5,TRUE
CTNND1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ICMT,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF1B,18,3,3;4;5,1;2,TRUE,41.9,TRUE
SNX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DPM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
USO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF354A,26,4,1;2;4;5,3,TRUE,16.1,TRUE
MRPS14,31,5,1;2;3;4;5,,FALSE,0,TRUE
TOM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIST1H2BK,0,0,,1;2;3;4;5,TRUE,100,FALSE
PFKFB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC22,31,5,1;2;3;4;5,,FALSE,0,TRUE
PQBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIMM17B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRAF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DKC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRIM13,25,4,1;3;4;5,2,TRUE,19.4,TRUE
EDF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIN,31,5,1;2;3;4;5,,FALSE,0,TRUE
DIAPH2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CUTA,31,5,1;2;3;4;5,,FALSE,0,TRUE
OPHN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMPD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBL1X,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTSV,31,5,1;2;3;4;5,,FALSE,0,TRUE
HUS1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
PFDN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1R11,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNASEH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NBN,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOL3,24,4,1;2;3;4,5,TRUE,22.6,TRUE
DTNB,24,4,2;3;4;5,1,TRUE,22.6,TRUE
RNGTT,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCB7,31,5,1;2;3;4;5,,FALSE,0,TRUE
MITF,26,4,1;2;4;5,3,TRUE,16.1,TRUE
KIF21B,13,2,2;5,1;3;4,TRUE,58.1,FALSE
SRGAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOS1AP,31,5,1;2;3;4;5,,FALSE,0,TRUE
IGSF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM20B,31,5,1;2;3;4;5,,FALSE,0,TRUE
EFCAB14,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FZD7,18,3,1;2;3,4;5,TRUE,41.9,TRUE
SLIT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLIT3,11,2,3;4,1;2;5,TRUE,64.5,FALSE
MEGF6,5,1,3,1;2;4;5,TRUE,83.9,FALSE
ATP9A,31,5,1;2;3;4;5,,FALSE,0,TRUE
N4BP1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
ROCK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLASP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTCD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
COBL,31,5,1;2;3;4;5,,FALSE,0,TRUE
CPNE3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPFIA3,11,2,3;4,1;2;5,TRUE,64.5,FALSE
HIP1R,31,5,1;2;3;4;5,,FALSE,0,TRUE
OBSL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF40,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZC3H11A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLUH,31,5,1;2;3;4;5,,FALSE,0,TRUE
CAND2,13,2,1;4,2;3;5,TRUE,58.1,FALSE
TSC22D2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KDM4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJC13,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHACTR2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP6R2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNOT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SS18L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKRD17,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIN3B,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJB6,31,5,1;2;3;4;5,,FALSE,0,TRUE
XYLB,19,3,2;4;5,1;3,TRUE,38.7,TRUE
LRP5,6,1,4,1;2;3;5,TRUE,80.6,FALSE
COQ9,31,5,1;2;3;4;5,,FALSE,0,TRUE
GGCT,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFS7,31,5,1;2;3;4;5,,FALSE,0,TRUE
RTN2,25,4,1;3;4;5,2,TRUE,19.4,TRUE
NDUFS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDH16,7,1,5,1;2;3;4,TRUE,77.4,FALSE
ZPR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DUSP11,31,5,1;2;3;4;5,,FALSE,0,TRUE
NIPSNAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEMA7A,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMMR,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDCD6,31,5,1;2;3;4;5,,FALSE,0,TRUE
GUCY1B2,25,4,1;2;3;5,4,TRUE,19.4,TRUE
ZNF253,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBCA,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP6V1G1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS4B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MPDU1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ENTPD6,13,2,1;2,3;4;5,TRUE,58.1,FALSE
ENTPD3,13,2,1;2,3;4;5,TRUE,58.1,FALSE
ENTPD5,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF217,31,5,1;2;3;4;5,,FALSE,0,TRUE
H2AFY,31,5,1;2;3;4;5,,FALSE,0,TRUE
SH3BGRL,31,5,1;2;3;4;5,,FALSE,0,TRUE
FLNB,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCOR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VAMP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFS6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PEX14,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRIM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TULP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CS,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPAG7,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL33,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEC22B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRPF40A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TACC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NME6,31,5,1;2;3;4;5,,FALSE,0,TRUE
GIGYF1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
LRCH4,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS26A,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PMPCB,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAP30,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED24,31,5,1;2;3;4;5,,FALSE,0,TRUE
KATNA1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
ERN1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
CRLF1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
PSIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERLIN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRSF10,31,5,1;2;3;4;5,,FALSE,0,TRUE
GMNN,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLN5,31,5,1;2;3;4;5,,FALSE,0,TRUE
HSBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TNFRSF21,12,2,2;4,1;3;5,TRUE,61.3,FALSE
ECI2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KHDRBS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TADA3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAF5L,31,5,1;2;3;4;5,,FALSE,0,TRUE
EED,31,5,1;2;3;4;5,,FALSE,0,TRUE
BANF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SF3B1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CSDE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
WBP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
STX11,13,2,4;5,1;2;3,TRUE,58.1,FALSE
SKAP2,13,2,1;2,3;4;5,TRUE,58.1,FALSE
PRKRA,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTRF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRCP,31,5,1;2;3;4;5,,FALSE,0,TRUE
LRP6,24,4,2;3;4;5,1,TRUE,22.6,TRUE
RPS6KA5,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED6,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYCBP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GCAT,31,5,1;2;3;4;5,,FALSE,0,TRUE
NPM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYPLA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CREG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SERPINB7,25,4,1;2;3;5,4,TRUE,19.4,TRUE
SNRNP200,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRMU,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIPRL,31,5,1;2;3;4;5,,FALSE,0,TRUE
OFD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TOM1L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS6KA4,31,5,1;2;3;4;5,,FALSE,0,TRUE
SURF6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPM1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UTP20,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUP155,31,5,1;2;3;4;5,,FALSE,0,TRUE
RP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GJB3,11,2,2;3,1;4;5,TRUE,64.5,FALSE
STK16,26,4,1;2;4;5,3,TRUE,16.1,TRUE
WDHD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRTAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A12,31,5,1;2;3;4;5,,FALSE,0,TRUE
TCEA3,19,3,1;2;4,3;5,TRUE,38.7,TRUE
PALM,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP6AP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNASEH2A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC123,31,5,1;2;3;4;5,,FALSE,0,TRUE
CAPN15,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCAR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
POP7,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPP40,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF189,7,1,5,1;2;3;4,TRUE,77.4,FALSE
EIF3G,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF3J,31,5,1;2;3;4;5,,FALSE,0,TRUE
CBR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSMD10,31,5,1;2;3;4;5,,FALSE,0,TRUE
UPK1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
AP1G2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZMPSTE24,31,5,1;2;3;4;5,,FALSE,0,TRUE
SC5D,20,3,1;2;5,3;4,TRUE,35.5,TRUE
PPP1R37,31,5,1;2;3;4;5,,FALSE,0,TRUE
IDH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GATB,31,5,1;2;3;4;5,,FALSE,0,TRUE
SCO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATRN,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBBP9,31,5,1;2;3;4;5,,FALSE,0,TRUE
STAM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUSC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SULT1C4,6,1,2,1;3;4;5,TRUE,80.6,FALSE
CCNK,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHRS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARL6IP5,31,5,1;2;3;4;5,,FALSE,0,TRUE
DYSF,31,5,1;2;3;4;5,,FALSE,0,TRUE
PIAS1,24,4,2;3;4;5,1,TRUE,22.6,TRUE
PIAS2,25,4,1;2;3;5,4,TRUE,19.4,TRUE
BCAS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DCTN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJC8,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMNDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD17,25,4,1;2;3;5,4,TRUE,19.4,TRUE
ATP5H,31,5,1;2;3;4;5,,FALSE,0,TRUE
TSPAN9,31,5,1;2;3;4;5,,FALSE,0,TRUE
FLOT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK2AP2,13,2,4;5,1;2;3,TRUE,58.1,FALSE
TRIO,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP5L,31,5,1;2;3;4;5,,FALSE,0,TRUE
MPDZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
CPD,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLRX3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RSL1D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
WFS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANXA9,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLPX,31,5,1;2;3;4;5,,FALSE,0,TRUE
NEBL,25,4,1;3;4;5,2,TRUE,19.4,TRUE
NEURL1,6,1,2,1;3;4;5,TRUE,80.6,FALSE
SEC14L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
STC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TM7SF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SNCG,31,5,1;2;3;4;5,,FALSE,0,TRUE
CIAO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDE5A,24,4,2;3;4;5,1,TRUE,22.6,TRUE
ZFAND5,31,5,1;2;3;4;5,,FALSE,0,TRUE
RGS20,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRP72,31,5,1;2;3;4;5,,FALSE,0,TRUE
JTB,31,5,1;2;3;4;5,,FALSE,0,TRUE
DXO,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDAH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RECQL4,24,4,2;3;4;5,1,TRUE,22.6,TRUE
RECQL5,31,5,1;2;3;4;5,,FALSE,0,TRUE
URI1,31,5,1;2;3;4;5,,FALSE,0,TRUE
B3GAT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
